commitId,commitTime,diff,message,isImplicit
04a4d347bdd279be3281bf769de84e516b27000e,2022-11-16 20:01:37+00:00,"mmm AbstractEventStream . java <nl> ppp AbstractEventStream . java <nl> - private volatile Thread thread ; <nl> - thread = SecuritySupport . createThreadWitNoPermissions(nextThreadName(), r) ; <nl> + Thread thread = SecuritySupport . createThreadWitNoPermissions(nextThreadName(), r) ; <nl> - thread = Thread . currentThread() ; <nl>",abstracteventstream should not hold thread instance,1
dd18d76b4c1dfa79707634bcd4df4f8e7cfb8b70,2022-11-18 10:45:36+00:00,mmm OperatingSystemImpl . java <nl> ppp OperatingSystemImpl . java <nl> - private long usageTicks = 0 ; <nl> - private long totalTicks = 0 ; <nl> + private volatile long usageTicks ; <nl> + private volatile long totalTicks ; <nl>,and totalticks should be volatile to ensure that different thread get the late tick,1
069685489afcea9b31491f0d9fec8cc52e210e99,2022-11-22 05:04:40+00:00,mmm SequenceInputStream . java <nl> ppp SequenceInputStream . java <nl> + import java . util . Arrays ; <nl> + import java . util . Collections ; <nl> - import java . util . Vector ; <nl> - Enumeration<? extends InputStream> e ; <nl> - InputStream in ; <nl> + private final Enumeration<? extends InputStream> e ; <nl> + private InputStream in ; <nl> - Vector<InputStream> v = new Vector<>(2) ; <nl> - v . addElement(s1) ; <nl> - v . addElement(s2) ; <nl> - e = v . elements() ; <nl> - peekNextStream() ; <nl> + this(Collections . <nl>,should not use vector,1
e174558cad836e56ac31725813abf7d8540c9919,2022-11-22 22:21:50+00:00,"mmm Main . java <nl> ppp Main . java <nl> - ext . setExtension(""Reason"", new CRLReasonCodeExtension(Integer . parseInt(id . substring(d+1)))) ; <nl> + int code = Integer . parseInt(id . substring(d+1)) ; <nl> + if (code <= 0) { <nl> + throw new Exception(""Reason code must be positive"") ; <nl> + } <nl> + ext . setExtension(""Reason"", new CRLReasonCodeExtension(code)) ; <nl> + if (exttype != -1 && value != null && value . isEmpty()) { <nl> + throw new Exception(rb . getString(""Illegal . value . "") extstr) ; <nl> + } <nl> mmm AuthorityInfoAccessExtension . java <nl> ppp AuthorityInfoAccessExtension <nl>",extension should not be create,1
8df3bc4ec57a15d5bca844e030c8cc3f8c077a49,2022-11-23 17:10:05+00:00,mmm File . java <nl> ppp File . java <nl> - import sun . security . action . GetPropertyAction ; <nl> + import jdk . internal . util . StaticProperty ; <nl> - private static final File tmpdir = new File( <nl> - GetPropertyAction . privilegedGetProperty("java . io . tmpdir")) ; <nl> + private static final File tmpdir = new File(StaticProperty . javaIoTmpDir()) ; <nl> mmm System . java <nl> ppp System . java <nl> + if (SystemProps . isBadIoTmpdir()) { <nl> + System . err . println("WARNING: java . io . tmpdir directory does not exist") ; <nl> <nl>,warn when user specify java.io.tmpdir directory do not exist,1
2afb4c3327b6830a009ee1ab8a1eb7803ef53007,2022-11-23 17:48:29+00:00,mmm DiskRepository . java <nl> ppp DiskRepository . java <nl> - DiskChunk oldestChunk = chunks . getLast() ; <nl> + DiskChunk oldestChunk = chunks . peekLast() ; <nl> - DiskChunk chunk = chunks . poll() ; <nl> + DiskChunk chunk = chunks . pollLast() ; <nl> - DiskChunk oldestChunk = chunks . peek() ; <nl> + DiskChunk oldestChunk = chunks . peekLast() ; <nl> - chunks . push(chunk) ; <nl> + chunks . addFirst(chunk) ; <nl> - for (DiskChunk dc : chunks) { <nl> + Iterator<DiskChunk> it = chunks . descendingIterator() ; <nl> + while (it . hasNext()) { <nl>,remoterecordingstream do not respect setmaxage and setmaxsize,1
4f65570204e2d38415e7761bd81660b081eae882,2022-11-25 12:31:47+00:00,mmm Attr . java <nl> ppp Attr . java <nl> + tree . record = syms . errSymbol ; <nl> new file <nl> ppp Test8294583 . java <nl> + import org . testng . annotations . Test ; <nl> + import static org . testng . Assert . assertEquals ; <nl> + @Test <nl> + public class Test8294583 extends KullaTesting { <nl> + public void test() { <nl> + assertEvalFail("switch (new Object()) {\n" + <nl> + "   case Foo() -> {}\n" + <nl> + "} ;") ; <nl> + } <nl> + @org . testng . annotations <nl>,npe in switch with non exist record pattern,1
952e10055135613e8ea2b818a4f35842936f5633,2022-11-25 17:39:21+00:00,"mmm HotSpotJVMCIRuntime . java <nl> ppp HotSpotJVMCIRuntime . java <nl> - static void decodeAndThrowThrowable(long buffer) throws Throwable { <nl> + static void decodeAndThrowThrowable(long errorOrBuffer) throws Throwable { <nl> + if (errorOrBuffer >= -2L && errorOrBuffer <= 0) { <nl> + String context = String . format(""while encoding an exception to translate it from %s to %s"", <nl> + IS_IN_NATIVE_IMAGE ? ""HotSpot"" : ""libjvmci"", <nl> + IS_IN_NATIVE_IMAGE ? ""libjvmci"" : ""HotSpot"") ; <nl> + if (errorOrBuffer == 0) { <nl> + throw new InternalError(""native buffer could not be allocated "" context) ; <nl> + } <nl> + if (errorOrBuffer == <nl>",should not throw an exception,1
2deb318c9f047ec5a4b160d66a4b52f93688ec42,2022-11-29 12:57:46+00:00,"mmm DHPrivateKey . java <nl> ppp DHPrivateKey . java <nl> - import java . security . ProviderException ; <nl> - try { <nl> - byte[] xbytes = x . toByteArray() ; <nl> - DerValue val = new DerValue(DerValue . tag_Integer, xbytes) ; <nl> - this . key = val . toByteArray() ; <nl> - val . clear() ; <nl> - Arrays . fill(xbytes, (byte)0) ; <nl> - encode() ; <nl> - } catch (IOException e) { <nl> - throw new ProviderException(""Cannot produce ASN . 1 encoding"", e) ; <nl> - } <nl> + byte[] xbytes = x . toByteArray() <nl>",operation should not throw ioexceptions,1
20844511939779649e1a51970edf29eb21f137e1,2022-11-29 21:49:50+00:00,"mmm GTKFileChooserUI . java <nl> ppp GTKFileChooserUI . java <nl> + FileSystemView fsv = getFileChooser() . getFileSystemView() ; <nl> + getChangeToParentDirectoryAction() . setEnabled(!fsv . isFileSystemRoot(currentDirectory)) ; <nl> mmm GTKLookAndFeel . java <nl> ppp GTKLookAndFeel . java <nl> + ""BACK_SPACE"", ""Go Up"", <nl> new file <nl> ppp TestBackSpaceAction . java <nl> + import java . awt . BorderLayout ; <nl> + import java . awt . Component ; <nl> + import java . awt . event . HierarchyEvent ; <nl> + import java . awt . event . HierarchyListener ; <nl> + import java . awt . event . KeyEvent <nl>",do not work in jfilechooser with gtk l & f,0
