commitId,commitTime,diff,message,isImplicit
a1f5909ce126cebdab337cc89de6daf93b25bc24,2016-12-08 14:43:07+01:00,"mmm ReceiveKeyDialog . java <nl> ppp ReceiveKeyDialog . java <nl> -  . add(new SmsDecryptJob(context, messageRecord . getId(), true)) ; <nl> +  . add(new SmsDecryptJob(context, messageRecord . getId(), true, false)) ; <nl> mmm SmsDecryptJob . java <nl> ppp SmsDecryptJob . java <nl> + private final Boolean isReceivedWhenLocked ; <nl> - public SmsDecryptJob(Context context, long messageId, boolean manualOverride) { <nl> + public SmsDecryptJob(Context context, long messageId, boolean manualOverride, boolean isReceivedWhenLocked) { <nl> - this . messageId = messageId ; <nl> - this . manualOverride = manualOverride ; <nl> + this . messageId        <nl>",do not vibrate when message be decrypt and silence be lock,1
0e7b30624a68353eac61b4d9e9f9b33d771ee84d,2017-01-05 12:15:45+01:00,"mmm SmsDecryptJob . java <nl> ppp SmsDecryptJob . java <nl> - MessageNotifier . updateNotification(context, masterSecret, MessageNotifier . MNF_DEFAULTS, threadId, !isReceivedWhenLocked) ; <nl> + if (!isReceivedWhenLocked) { <nl> + MessageNotifier . updateNotification(context, masterSecret, MessageNotifier . MNF_LIGHTS_KEEP) ; <nl> + } else { <nl> + MessageNotifier . updateNotification(context, masterSecret) ; <nl> + } <nl> mmm SmsReceiveJob . java <nl> ppp SmsReceiveJob . java <nl> - MessageNotifier . updateNotification(context, masterSecret, messageAndThreadId . second, true) ; <nl> + MessageNotifier . updateNotification(context, masterSecret, messageAndThreadId . second) ; <nl> mmm MessageNotifier . java <nl> ppp MessageNotifier . java <nl> - public static void updateNotificationWithFlags(Context context, <nl>",do not rebuild notification when silence be unlock,1
52e2a502952164d2f166c926e61d2b710d90ad00,2017-02-15 22:12:53+01:00,"mmm DirectShareService . java <nl> ppp DirectShareService . java <nl> + import org . smssecure . smssecure . recipients . RecipientFactory ; <nl> + import org . smssecure . smssecure . recipients . Recipients ; <nl> - while ((record = reader . getNext()) != null) { <nl> - String   name     = record . getRecipients() . toShortString() ; <nl> - Drawable drawable = record . getRecipients() . getContactPhoto() <nl> -  . asDrawable(this, record . getRecipients() . getColor() <nl> -  . toConversationColor(this)) ; <nl> - Bitmap   avatar   = BitmapUtil <nl>","make sure recipient be fully resolve , limit size of result",1
2fff2271e0fe33bf5377a01cc5d1d7bf4d40b061,2017-02-15 22:33:41+01:00,"mmm CanonicalAddressDatabase . java <nl> ppp CanonicalAddressDatabase . java <nl> - import com . google . i18n . phonenumbers . NumberParseException ; <nl> - import com . google . i18n . phonenumbers . PhoneNumberUtil ; <nl> - import com . google . i18n . phonenumbers . Phonenumber ; <nl> - import com . google . i18n . phonenumbers . ShortNumberInfo ; <nl> - import org . whispersystems . libaxolotl . util . guava . Optional ; <nl> + import java . util . Collections ; <nl> - private final Map<String, Long>        addressCache <nl>",fix non-thread-safe operation on canonical id cache,1
05e9c5d15e57767b79584fa422e5156200c07511,2017-02-16 15:24:55+01:00,mmm Recipient . java <nl> ppp Recipient . java <nl> + private boolean resolving ; <nl> + this . resolving    = true ; <nl> + Recipient . this . resolving    = false ; <nl> + this . resolving    = false ; <nl> + synchronized boolean isResolving() { <nl> + return resolving ; <nl> + } <nl> mmm RecipientProvider . java <nl> ppp RecipientProvider . java <nl> - public class RecipientProvider { <nl> + class RecipientProvider { <nl> - if (cachedRecipient != null && !cachedRecipient . isStale()) return cachedRecipient ; <nl> <nl>,do not return unresolve asynchronous recipient for non-async caller,1
6439540f1d01624de50d7e89205a25f1b8c7f22d,2017-02-16 16:37:42+01:00,"mmm ConversationAdapter . java <nl> ppp ConversationAdapter . java <nl> - if (!isActiveCursor()) return -1 ; <nl> + if (!isActiveCursor())          return -1 ; <nl> + if (isHeaderPosition(position)) return -1 ; <nl> + if (isFooterPosition(position)) return -1 ; <nl> + if (position >= getItemCount()) return -1 ; <nl> mmm ConversationFragment . java <nl> ppp ConversationFragment . java <nl> - ((ConversationAdapter)list . getAdapter()) . onBindHeaderViewHolder(headerViewHolder, positionId) ; <nl> + if (((ConversationAdapter)list . getAdapter()) . getHeaderId(positionId) != -1) { <nl> + ((ConversationAdapter) list . getAdapter()) . onBindHeaderViewHolder(headerViewHolder, positionId) ; <nl> + } <nl> <nl>",do not calculate date header item for adapter header,1
94f3e37a23f125f50419b2be11e058005d5fc7e4,2017-02-16 16:38:01+01:00,mmm ConversationAdapter . java <nl> ppp ConversationAdapter . java <nl> + if (position < 0)               return -1 ; <nl>,fix illegalargumentexception on rotate,1
1a42776016ba88bd6f13c2e444a0c83b7ef92eb9,2017-02-16 16:41:50+01:00,"mmm MmsDatabase . java <nl> ppp MmsDatabase . java <nl> - addressDatabase . insertAddressesForId(messageId, MmsAddresses . forFrom(Util . toIsoString(notification . getFrom() . getTextString()))) ; <nl> + if (headers . getEncodedStringValue(PduHeaders . FROM) != null) { <nl> + addressDatabase . insertAddressesForId(messageId, MmsAddresses . forFrom(Util . toIsoString(notification . getFrom() . getTextString()))) ; <nl> + } <nl>",fix for npe when mm from be absent,1
060fa24d63f602e701862376b2dda696decabbf5,2017-02-26 12:33:14+01:00,"mmm MediaPreviewActivity . java <nl> ppp MediaPreviewActivity . java <nl> - relativeTimeSpan = null ; <nl> + relativeTimeSpan = getString(R . string . MediaPreviewActivity_draft) ; <nl> - date         = getIntent() . getLongExtra(DATE_EXTRA, System . currentTimeMillis()) ; <nl> + date         = getIntent() . getLongExtra(DATE_EXTRA, -1) ; <nl> - saveTask . execute(new Attachment(mediaUri, mediaType, date)) ; <nl> + long saveDate = (date > 0) ? date : System . currentTimeMillis() ; <nl> + saveTask . execute(new Attachment(mediaUri, mediaType, saveDate)) ; <nl>",do not display date for draft in medium preview,1
2d7b755553a1b9c0688afe60ad343ff194736f75,2017-02-26 12:33:14+01:00,"mmm ConversationFragment . java <nl> ppp ConversationFragment . java <nl> - int lastSeenPosition = getListAdapter() . findLastSeenPosition(lastSeen) ; <nl> + final int lastSeenPosition = getListAdapter() . findLastSeenPosition(lastSeen) ; <nl> - ((LinearLayoutManager)list . getLayoutManager()) . scrollToPositionWithOffset(lastSeenPosition, list . getHeight()) ; <nl> + list . post(new Runnable() { <nl> + @Override <nl> + public void run() { <nl> + ((LinearLayoutManager)list . getLayoutManager()) . scrollToPositionWithOffset(lastSeenPosition, list . getHeight()) ; <nl> + } <nl> + }) ; <nl>",do not scroll to last see until the recyclerview have be measure,1
b941e389ce22059957b26a7ce4d293c840a48a85,2017-02-26 12:33:14+01:00,mmm AbstractNotificationBuilder . java <nl> ppp AbstractNotificationBuilder . java <nl> - if      (ringtone != null)                        setSound(ringtone) ; <nl> - else if (!TextUtils . isEmpty(defaultRingtoneName)) setSound(Uri . parse(defaultRingtoneName)) ; <nl> + if      (ringtone == null && !TextUtils . isEmpty(defaultRingtoneName)) setSound(Uri . parse(defaultRingtoneName)) ; <nl> + else if (ringtone != null && !ringtone . toString() . isEmpty())          setSound(ringtone) ; <nl>,do not call notification.setsound with empty ringtone,1
8703bf7e791d9ac4bc4da726f311ab0a9f292eb5,2017-02-26 20:13:13+01:00,"mmm ConversationAdapter . java <nl> ppp ConversationAdapter . java <nl> - if (messageRecord . getDateReceived() <= lastSeen) { <nl> + if (messageRecord . isOutgoing() || messageRecord . getDateReceived() <= lastSeen) { <nl> - return messageRecord . getDateReceived() ; <nl> + if (messageRecord . isOutgoing()) return 0 ; <nl> + else                            return messageRecord . getDateReceived() ; <nl> mmm ConversationFragment . java <nl> ppp ConversationFragment . java <nl> + Log . w(TAG, ""onLoadFinished"") ; <nl>",do not let outgo message trigger last see divider,1
