commitId,commitTime,diff,message,isImplicit
4d5d98c30ac9809b018cb5b5ad2118c9f16ffc87,2022-02-08 23:41:11-08:00,"mmm Registry . java <nl> ppp Registry . java <nl> - private static synchronized <KeyProtoT extends MessageLite, KeyFormatProtoT extends MessageLite> <nl> - void ensureKeyManagerInsertable( <nl> - String typeUrl, <nl> - Class<?> implementingClass, <nl> - Map<String, KeyTypeManager . KeyFactory . KeyFormat<KeyFormatProtoT>> keyFormats, <nl> - boolean newKeyAllowed) <nl> - throws GeneralSecurityException { <nl> - KeyManagerContainer container = keyManagerMap . get(typeUrl) ; <nl> - if (container != null && !container . getImplementingClass() . equals(implementingClass)) { <nl> - logger . warning(""Attempted overwrite of a registered key manager for key type "" + typeUrl) ; <nl> - throw new GeneralSecurityException( <nl> - String . <nl>",fix ungrouped overload lint error in registry.java,1
fa3fcc20764ad628f1055c243cb28e813844e543,2022-02-09 01:43:25-08:00,mmm PaymentMethodTokenSender . java <nl> ppp PaymentMethodTokenSender . java <nl> + public Builder recipientPublicKey(ECPublicKey val) throws GeneralSecurityException { <nl> + recipientPublicKey = val ; <nl> + return this ; <nl> + } <nl> - public Builder recipientPublicKey(ECPublicKey val) throws GeneralSecurityException { <nl> - recipientPublicKey = val ; <nl> - return this ; <nl> - } <nl> mmm GcpKmsClient . java <nl> ppp GcpKmsClient . java <nl> - GoogleCredential . fromStream( <nl> - new FileInputStream(new File(credentialPath))) ; <nl> + GoogleCredential . fromStream(new FileInputStream(new File(credentialPath))) ; <nl> + public KmsClient withCredentials(GoogleCredential credential) { <nl> + if (credential . createScopedRequired()) { <nl> <nl>,fix ungrouped overload lint error in java,1
03a3e528e985a0d666fac94180098853bdb58dde,2022-06-16 07:42:30-07:00,"mmm PrimitiveSet . java <nl> ppp PrimitiveSet . java <nl> + import javax . annotation . Nullable ; <nl> + @Nullable <nl> - private boolean isMutable ; <nl> + private final boolean isMutable ; <nl> + @Deprecated <nl> - private PrimitiveSet(MonitoringAnnotations annotations, Class<P> primitiveClass) { <nl> - this . primitives = new ConcurrentHashMap<>() ; <nl> - this . primitiveClass = primitiveClass ; <nl> - this . annotations = annotations ; <nl> - this . isMutable = true ; <nl> - } <nl> - public static <P> PrimitiveSet<P> newPrimitiveSet(Class<P> primitiveClass) { <nl> - return new PrimitiveSet<P>(primitiveClass) ; <nl> - } <nl>",deprecate mutable api of primitiveset,1
5f92a043d35e03ce4b81561220c71d550865fefa,2022-08-10 06:20:47-07:00,"mmm JwkSetConverter . java <nl> ppp JwkSetConverter . java <nl> - handle . writeNoSecret(new JwkSetWriter(outputStream)) ; <nl> + try { <nl> + handle . writeNoSecret(new JwkSetWriter(outputStream)) ; <nl> + } catch (IOException e) { <nl> + throw new GeneralSecurityException(e) ; <nl> + } <nl> - throw new IOException(""JWK set is invalid JSON"", ex) ; <nl> + throw new GeneralSecurityException(""JWK set is invalid JSON"", ex) ; <nl> - throw new IOException(""unexpected alg value: "" + getStringItem(jsonKey, ""alg"")) ; <nl> + throw new GeneralSecurityException( <nl> + ""unexpected alg value: "" getStringItem(jsonKey, ""alg"")) ; <nl> - throw new IOException(""empty keyset"") ; <nl> <nl>",do not throw ioexception in jwksetconverter,1
129b26a29f3ae8a4fd3b62b413653ff3f661f2f8,2022-10-18 02:06:56-07:00,mmm Registry . java <nl> ppp Registry . java <nl> + if (TinkFipsUtil . useOnlyFips()) { <nl> + return ; <nl> + } <nl> mmm RegistryTest . java <nl> ppp RegistryTest . java <nl> + @Test <nl> + public void testFips_succeedsOnSuccessiveRestrictToFips() throws Exception { <nl> + Registry . reset() ; <nl> + Registry . restrictToFipsIfEmpty() ; <nl> + Registry . restrictToFipsIfEmpty() ; <nl> + Registry . restrictToFipsIfEmpty() ; <nl> + assertTrue(TinkFipsUtil . useOnlyFips()) ; <nl> + } <nl> + @Test <nl> + public void testFips_succeedsOnRestrictToFipsWhenBuiltInFipsMode() throws Exception { <nl> + Assume . assumeTrue(TinkFipsUtil . useOnlyFips()) ; <nl> + Registry <nl>,"do not fail when set fips mode in java , if it have be set successfully previously",1
0150d869accc7680e2bffa51e80af37ff3b469ff,2022-10-18 07:22:47-07:00,"mmm JsonKeysetReader . java <nl> ppp JsonKeysetReader . java <nl> - public static KeysetReader withInputStream(InputStream input) throws IOException { <nl> + @SuppressWarnings(""CheckedExceptionNotThrown"") <nl> + public static JsonKeysetReader withInputStream(InputStream input) throws IOException { <nl> + @InlineMe( <nl> + replacement = ""JsonKeysetReader . withInputStream(new FileInputStream(file))"", <nl> + imports = {""com . google . crypto . tink . JsonKeysetReader"", ""java . io . FileInputStream""}) <nl> + @Deprecated <nl> - return new JsonKeysetReader(new FileInputStream(file)) ; <nl> + return withInputStream(new FileInputStream(file)) ; <nl> + @InlineMe( <nl> + replacement = ""JsonKeysetReader . withInputStream(new FileInputStream(new File(path)))"", <nl> + imports = { <nl> + ""com . google <nl>",deprecate jsonkeysetreader.withfile and jsonkeysetreader.withpath,0
19526bacd3111e62feb801867e71a9f6e859aec8,2022-10-19 05:11:44-07:00,"mmm BinaryKeysetReader . java <nl> ppp BinaryKeysetReader . java <nl> + import com . google . errorprone . annotations . InlineMe ; <nl> + @InlineMe( <nl> + replacement = ""BinaryKeysetReader . withInputStream(new FileInputStream(file))"", <nl> + imports = {""com . google . crypto . tink . BinaryKeysetReader"", ""java . io . FileInputStream""}) <nl> + @Deprecated <nl> - return new BinaryKeysetReader(new FileInputStream(file)) ; <nl> + return withInputStream(new FileInputStream(file)) ; <nl> mmm BinaryKeysetWriter . java <nl> ppp BinaryKeysetWriter . java <nl> + import com . google . errorprone . annotations . InlineMe ; <nl> + @InlineMe( <nl> + replacement = ""BinaryKeysetWriter . <nl>",deprecate method withfile and withpath in remain reader and writer,1
eae48691f035e71816159b8996d2616bff35a957,2022-10-20 06:37:28-07:00,mmm KeysetHandle . java <nl> ppp KeysetHandle . java <nl> + @Deprecated <nl> mmm KeysetHandleTest . java <nl> ppp KeysetHandleTest . java <nl> - import com . google . crypto . tink . signature . SignatureKeyTemplates ; <nl> - KeysetHandle privateHandle = KeysetHandle . generateNew(SignatureKeyTemplates . ECDSA_P256) ; <nl> + KeysetHandle privateHandle = KeysetHandle . generateNew(KeyTemplates . get("ECDSA_P256")) ; <nl> + @SuppressWarnings("deprecation")  // This is a test for the deprecated function <nl> - public void readNoSecret_shouldWork() throws Exception { <nl> - KeysetHandle privateHandle = KeysetHandle . generateNew(SignatureKeyTemplates . ECDSA_P256) ; <nl> + public void deprecated_readNoSecretWithBytesInput_sameAs_parseKeysetWithoutSecret() <nl> + throws <nl>,deprecate keysethandle.readnosecret overload with binary input,1
53ba1091c82266a1b1ab305b6f8eb8e19afeeb0c,2022-10-20 12:37:20-07:00,mmm KeysetHandle . java <nl> ppp KeysetHandle . java <nl> + @Deprecated <nl> + @Deprecated <nl> mmm KeysetHandleTest . java <nl> ppp KeysetHandleTest . java <nl> + @SuppressWarnings("deprecation")  // This is a test for the deprecated function <nl> - public void getKeys() throws Exception { <nl> - KeyTemplate keyTemplate = KeyTemplates . get("AES128_EAX") ; <nl> - KeysetManager keysetManager = KeysetManager . withEmptyKeyset() ; <nl> - final int numKeys = 3 ; <nl> - for (int i = 0 ; i < numKeys ; i++) { <nl> - keysetManager . add(keyTemplate) ; <nl> - } <nl> - KeysetHandle handle <nl>,deprecate keyhandle function in keysethandle,0
afc5d42f2f0ad7fd1a80a76c8bfc42cd10a7ba03,2022-10-27 05:51:41-07:00,"mmm PrimitiveSet . java <nl> ppp PrimitiveSet . java <nl> + import com . google . errorprone . annotations . InlineMe ; <nl> + @InlineMe( <nl> + replacement = ""this . getPrimitive(CryptoFormat . getOutputPrefix(key))"", <nl> + imports = {""com . google . crypto . tink . CryptoFormat""}) <nl> + @Deprecated <nl>",deprecate getprimitive that take a proto key a input,1
